nombre_producto,cantidad_entregada
LORATADINA 10MG TABLETA | LAPROFF |,7
CEFALEXINA 250MG/5ML SUSPENSION | LASANTE |,1
ACETAMINOFEN 500MG TABLETA | AG |,30
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,30
CLINDAMICINA 300MG CAPSULA GENFAR,21
DIHIDROCODEINA 12.1MG/5ML JARABE | FARMATECH S.A | HUMAX,1
VILDAGLIPTINA 50MG TABLETA | WILLOW PHARMA | W-LIPTINA,180
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
METFORMINA 850MG TABLETA | PISA S.A |,180
ACETAMINOFEN 500MG TABLETA | AG |,90
TIZANIDINA 2MG TABLETA | LABINCO | AIRFLEX |,45
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,45
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,20
IBUPROFENO 400MG TABLETA | GENFAR |,20
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
CETIRIZINA 5MG/5ML JARABE | ECAR |,1
ACETAMINOFEN 500MG TABLETA | AG |,14
HIDROXICINA 25MG TABLETA | GENFAR |,90
FLUOXETINA 20MG/5ML JARABE | BUSSIE | MOLTOBEN,12
ACETAMINOFEN 500MG TABLETA | AG |,30
ROSUVASTATINA 20MG TABLETA | ECAR |,90
LANCETAS REGULARES GD50 X UNID,90
LOSARTAN 50MG TABLETA | GENFAR |,30
FUROSEMIDA 40MG TABLETA | GENFAR |,90
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
AMOXICILINA 250MG/100ML SUSPENSION | LA SANTE |,2
ACIDO ASCORBICO 100MG/ML GOTAS | ECAR | VITAMINA C,1
CLOROQUINA FOSFATO 250MG (150MG) TABLETA | HUMAX |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,30
BISACODILO 5MG TABLETA | BUSSIE |,30
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,30
ACETAMINOFEN 500MG TABLETA | AG |,120
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,30
PREDNISOLONA 5MG TABLETA | GENFAR |,30
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,2
PREGABALINA 25MG TABLETA PFIZER LYRICA,90
BISACODILO 5MG TABLETA | BUSSIE |,10
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,180
LEVOMEPROMAZINA 4% SOLUCION ORAL | ACTIFARMA |,1
AMLODIPINO 5MG TABLETA | WINTHROP |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | GENFAR |,90
WARFARINA SODICA 5MG TABLETA | SALUS PHARMA |,30
ACETAMINOFEN 500MG TABLETA | AG |,40
IMIPRAMINA 10MG TABLETA | HUMAX | IMIPRAM,90
ACETAMINOFEN 500MG TABLETA | AG |,30
MELOXICAM 15MG TABLETA | LASANTE |,30
SILDENAFIL 50MG TABLETA | GENFAR |,6
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,120
MESALAZINA 500MG TABLETA | LABINCO | MESAX,120
ACETAMINOFEN 500MG TABLETA | AG |,45
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,120
ATORVASTATINA 20MG TABLETA | ECAR |,120
TRIMEBUTINA 200MG TABLETA | GENFAR |,60
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,270
CLONAZEPAM 2.5MG/ML SOLUCION ORAL | SIEGFRIED | COQUAN,2
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
ETORICOXIB 60MG TABLETA | EUROFARMA |,30
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,3
LATANOPROST 50MCG/2.5ML GOTAS OFTALMICAS | PROCAPS | LATANOX,3
ACETAMINOFEN 500MG TABLETA | AG |,30
NAPROXENO 500MG TABLETA | GENFAR |,10
SULFATO FERROSO 200MG TABLETA | ECAR |,30
OMEPRAZOL 20MG CAPSULA | NOVAMED |,5
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
ACIDO VALPROICO 250MG/ML SUSPENSION | NOVAMED | FERBIN,3
CEFALEXINA 500MG CAPSULA | RECIPE |,21
LOSARTAN 50MG TABLETA | GENFAR |,60
TRIMEBUTINA 200MG TABLETA | GENFAR |,30
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
METRONIDAZOL 500MG TABLETA | ECAR |,21
MELOXICAM 15MG TABLETA | LASANTE |,10
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,180
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,4
DIOSMINA + HESPERIDINA 900MG/100MG TABLETAS | TECNOFARMA | VEDIPAL,90
AMOXICILINA 250MG/100ML SUSPENSION | LA SANTE |,1
DEXAMETASONA 4MG/1ML SOLUCION INYECTABLE | FARMIONNI |,2
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
NAPROXENO 250MG TABLETA GENFAR,30
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,9
TRIMETOPRIM SULFAMETOXAZOL 800MG + 160MG TABLETA | GENFAR |,14
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,6
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,32
CLOBAZAM 10MG TABLETA | HUMAX | OBAX,30
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,1
CLOTRIMAZOL 1% SOLUCION TOPICA | LAPROFF |,1
CLOTRIMAZOL 1% CREMA TOPICA | AG |,1
BECLOMETASONA 50MCG INHALADOR BUCAL | BIOSYNTEC |,2
MONTELUKAST 5MG TABLETA MASTICABLE | LASANTE |,60
MELOXICAM 15MG TABLETA | LASANTE |,30
MELOXICAM 15MG/1.5ML SOLUCION INYECTABLE | GENFAR |,4
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,5
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
CREMA ALMIPRO 500GR POTE | SAN JORGE |,3
CARVEDILOL 6.25MG TABLETA | WINTHROP |,90
TRIMETOPRIM SULFAMETOXAZOL 800MG + 160MG TABLETA | GENFAR |,14
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,32
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,6
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
DOXICICLINA 100MG TABLETA | GENFAR |,20
NAPROXENO 250MG TABLETA GENFAR,15
SULFATO FERROSO 300MG TABLETA | ECAR |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,21
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,10
AMLODIPINO 5MG TABLETA | WINTHROP |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,30
PREDNISOLONA 5MG TABLETA | GENFAR |,30
TINIDAZOL 500MG TABLETA | ECAR |,6
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,15
METRONIDAZOL 500MG OVULO | COLMED |,7
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
SACAROMICES BOULARDI 250MG SOBRE DE SOLUCION ORAL | AXON PHARMA COLOMBIA | FLORATIL MINI SACHETS,10
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,2
ACETAMINOFEN 150MG/5ML JARABE | LAPROFF |,3
DESLORATADINA 5MG TABLETA | LASANTE |,14
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,2
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
CAPECITABINE 500MG TABLETA | NEXT PHARMA | CAPETABIN,252
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,180
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | GENFAR |,180
METFORMINA 850MG TABLETA | WINTHROP |,30
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,6
LOSARTAN 50MG TABLETA | GENFAR |,30
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,120
LOSARTAN 50MG TABLETA | GENFAR |,120
INSULINA GLARGINA + LIXISENATIDA (10/40) (100UI+50MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,8
LANCETAS REGULARES GD50 X UNID,30
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
GLUCOMETRO DIGITAL | PROCAPS | GLUCOQUICK DIAMOND GD50,1
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
SACAROMICES BOULARDI 250MG SOBRE DE SOLUCION ORAL | AXON PHARMA COLOMBIA | FLORATIL MINI SACHETS,10
BETAHISTINA 8MG TABLETA | LASANTE |,15
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,21
BUDESONIDA + FORMOTEROL 160MCG + 4.5MCG INHALADOR X 120 DOSIS | ASTRA ZENECA | SYMBICORT TURBUHALER,3
AMLODIPINO 5MG TABLETA | WINTHROP |,90
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
ALENDRONATO 70MG TABLETA | LASANTE |,12
ACETAMINOFEN 500MG TABLETA | AG |,30
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,102
ROSUVASTATINA 10MG TABLETA | BUSSIE | REX |,90
INSULINA GLARGINA + LIXISENATIDA (10/40) (100UI+50MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,4
FUROSEMIDA 40MG TABLETA | GENFAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,20
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
VITAMINA D3 2000UI CAPSULA | COLMED |,90
INSULINA GLARGINA + LIXISENATIDA (10/40) (100UI+50MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,9
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,60
NAPROXENO 250MG TABLETA GENFAR,21
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
MOMETASONA FUROATO 0.1% CREMA TOPICA | GENFAR |,1
VITAMINA A 50.000U.I. CAPSULA | NOVAMED |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,9
FLUVOXAMINA 100MG TABLETA | THE LABS | ANSIVOX,60
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,3
DESLORATADINA 5MG TABLETA | LASANTE |,10
METRONIDAZOL 500MG OVULO | COLMED |,10
SOLIFENACINA SUCCINATO 5MG TABLETA | ASTELLAS FARMA | VESICARE,30
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
BISACODILO 5MG TABLETA | BUSSIE |,90
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,60
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
LEVETIRACETAM 500MG TABLETA | WINTHROP |,270
DOXICICLINA 100MG TABLETA | GENFAR |,10
ESOMEPRAZOL 40MG TABLETA | COLMED |,60
CEFALEXINA 500MG CAPSULA | RECIPE |,21
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,2
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,2
IBUPROFENO 400MG TABLETA | GENFAR |,15
NAPROXENO 250MG TABLETA GENFAR,15
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,112
FEXOFENADINA CLORHIDRATO 120MG TABLETA | LA SANTE |,16
OXALATO DE ESCITALOPRAM 10MG TABLETA | GENFAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,60
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
CROMOGLICATO DE SODIO 2% SOLUCION OFTALMICA | EXPOFARMA |,2
LOSARTAN 50MG TABLETA | GENFAR |,180
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,6
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,8
CEFALEXINA 500MG CAPSULA | RECIPE |,6
ESOMEPRAZOL 20MG TABLETA |COLMED,7
LEVOMEPROMAZINA 4% SOLUCION ORAL | HUMAX |,1
SERTRALINA 50MG TABLETA | GENFAR |,120
LEVOTIROXINA 137MCG TABLETA | MERCK SHARP & DOHME | EUTIROX,50
LEVETIRACETAM 500MG TABLETA | WINTHROP |,360
METFORMINA 850MG TABLETA | PISA S.A |,90
VALSARTAN 160MG TABLETAS |GENFAR|,175
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,30
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
MEDROXIPROGESTERONA 150MG/1ML SOLUCION INYECTABLE | CAICLOS | ILEINE,1
ATORVASTATINA 40MG TABLETA ECAR,90
HIALURONATO DE SODIO 4MG/ML (0.4%) SOLUCION OFTALMICA FC*10ML | POEN | TOPTEAR,1
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,8
METRONIDAZOL 500MG TABLETA | ECAR |,6
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,3
ATORVASTATINA 40MG TABLETA ECAR,30
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,30
PENICILINA G BENZATINICA 2.400.000U.I. SOLUCION INYECTABLE | SICMAFARMA |,2
VALSARTAN 160MG TABLETAS |GENFAR|,56
BETAMETASONA + CLOTRIMAZOL + NEOMICINA (0.04G+1G+0.5G)/20GR CREMA TOPICA | GENFAR |,1
VITAMINA D3 2000UI CAPSULA | COLMED |,90
LEVONORGESTREL 75MG IMPLANTE HORMONAL | BAYER | JADELLE 75MG,1
CARVEDILOL 25MG TABLETA | WINTHROP |,60
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,30
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,30
AMLODIPINO 10MG TABLETA | GENFAR |,30
FUROSEMIDA 40MG TABLETA | GENFAR |,30
ROSUVASTATINA 40MG TABLETA | ECAR |,30
SERTRALINA 50MG TABLETA | GENFAR |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,120
ACETAMINOFEN 500MG TABLETA | AG |,90
BISOPROLOL FUMARATO 5MG TABLETA | SIEGFRIED | CORBIS,120
ATORVASTATINA 40MG TABLETA ECAR,120
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,3
ARIPIPRAZOL 15MG TABLETA | BUSSIE | ARIPRAZOL,30
ACETILCISTEINA 600MG SOBRE | LASANTE |,14
SALMETEROL + FLUTICASONA 50MCG + 250MCG INHALADOR X 60 DOSIS | CIPLA | SEROHALE |,1
ESOMEPRAZOL 20MG TABLETA | COLMED |,10
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
ACETAMINOFEN 500MG TABLETA | AG |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ATORVASTATINA 20MG TABLETA | ECAR |,90
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,12
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
SULFATO FERROSO 300MG TABLETA | ECAR |,90
ACETATO DE ALUMINIO LOCION 120ML | WINTHROP |,3
MELOXICAM 7.5MG TABLETA | LASANTE |,20
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,11
ACETAMINOFEN 500MG TABLETA | AG |,8
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,8
NAPROXENO 250MG TABLETA GENFAR,6
LAMOTRIGINA 100MG TABLETA DISPERSABLE | HUMAX |,270
AMLODIPINO 10MG TABLETA | GENFAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,20
ROSUVASTATINA 40MG TABLETA | ECAR |,90
VALSARTAN 160MG TABLETA | LASANTE |,84
NAPROXENO 250MG TABLETA GENFAR,8
METRONIDAZOL 500MG TABLETA | ECAR |,12
DOXICICLINA 100MG TABLETA | GENFAR |,10
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
CEFALEXINA 500MG CAPSULA | RECIPE |,20
KETOCONAZOL 200MG TABLETA | BIOQUIFAR | FUNGISTEROL,20
NAPROXENO 250MG TABLETA GENFAR,15
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,10
VALSARTAN 80MG TABLETA | LASANTE |,84
METFORMINA 850MG TABLETA | PISA S.A |,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
ATORVASTATINA 40MG TABLETA ECAR,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LACOSAMIDA 200MG TABLETA | BIOPAS | VIMPAT,168
OLANZAPINA 10MG TABLETA | LASANTE |,60
ACETAMINOFEN 500MG TABLETA | AG |,30
LANCETAS REGULARES GD50 X UNID,90
LOSARTAN 50MG TABLETA | GENFAR |,90
METFORMINA 850MG TABLETA | PISA S.A |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,3
ACIDO POLIACRILICO (CARBOMERO 974P) 0.02% GEL OFTALMICO | SCANDINAVIA | ACRYLARM GEL,3
CONDROITIN SULFATO DE SODIO + HIALURONATO DE SODIO 1.8MG + 1MG X 15ML GOTAS OFTALMICAS | SOPHIA | HUMYLUB OFTENO,3
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
INSULINA GLARGINA + LIXISENATIDA (100UI+33MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,12
SULFATO FERROSO 200MG TABLETA | ECAR |,90
CEFALEXINA 500MG CAPSULA | RECIPE |,28
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,30
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,60
VITAMINA D3 2000UI CAPSULA | COLMED |,30
SULFATO FERROSO 300MG TABLETA | ECAR |,30
VITAMINA B12 1.000MCG/1ML SOLUCION INYECTABLE | ECAR | CIANOCOBALAMINA 0.1 MG/ML,10
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
FUROSEMIDA 40MG TABLETA | GENFAR |,30
ACETAMINOFEN 500MG TABLETA | AG |,15
VITAMINA D3 (COLECALCIFEROL) 5600U.I./10ML SOLUCION ORAL | NOVAMED | DENSIMET,1
METRONIDAZOL 500MG TABLETA | ECAR |,28
DOXICICLINA 100MG TABLETA | GENFAR |,28
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ESOMEPRAZOL 20MG TABLETA | COLMED |,60
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
METRONIDAZOL 500MG TABLETA | ECAR |,15
ESTROGENOS CONJUGADOS 0.625MG CREMA VAGINAL X 26GR | FAES FARMA | FEVENY,5
PREGABALINA 50MG TABLETA | PFIZER | LYRICA,30
ACIDO FOLICO 1MG TABLETA | ECAR |,90
IBUPROFENO 800MG TABLETA | GENFAR |,20
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,20
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,15
VITAMINA D3 2000UI CAPSULA | COLMED |,90
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,360
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,540
WARFARINA SODICA 5MG TABLETA | SALUS PHARMA |,60
ACETAMINOFEN 500MG TABLETA | AG |,30
AMLODIPINO 10MG TABLETA | GENFAR |,60
ATORVASTATINA 40MG TABLETA ECAR,60
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,60
FUROSEMIDA 40MG TABLETA | GENFAR |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,60
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
CLOTRIMAZOL 100MG OVULO VAGINAL | COLMED |,7
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,90
FUROSEMIDA 40MG TABLETA | GENFAR |,30
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,2
CEFALEXINA 500MG CAPSULA | RECIPE |,20
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,1
NAPROXENO 250MG TABLETA GENFAR,15
VALSARTAN 320MG TABLETA | NOVARTIS | DIOVAN,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
CEFALEXINA 500MG CAPSULA | RECIPE |,16
NAPROXENO 250MG TABLETA GENFAR,6
SULFATO FERROSO 300MG TABLETA | ECAR |,1
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,1
BRIMONIDINA + TIMOLOL (2MG+5MG)/5ML SOLUCION OFTALMICA | TECNOQUIMICAS | BRIMOLOL,3
TADALAFILO 20MG TABLETA | ECAR | LUDIKA,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,2
SUCRALFATO 1GR TABLETA MASTICABLE | BIOQUIFAR | ANTEPSIN,90
SERTRALINA 50MG TABLETA | GENFAR |,120
CEFALEXINA 500MG CAPSULA | RECIPE |,20
DEXAMETASONA 1MG + POLIMIXINA 6.000U.I + NEOMICINA 3.5MG SOLUCION OFTALMICA | VITALIS | VITATRIOL,1
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,180
BRIMONIDINA + TIMOLOL (2MG+5MG)/5ML SOLUCION OFTALMICA | TECNOQUIMICAS | BRIMOLOL,3
AMLODIPINO 10MG TABLETA | GENFAR |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETILCISTEINA 600MG SOBRE | LASANTE |,90
ACETAMINOFEN 500MG TABLETA | AG |,60
SERTRALINA 50MG TABLETA | GENFAR |,60
CARVEDILOL 6.25MG TABLETA | LASANTE |,60
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,9
ROSUVASTATINA 40MG TABLETA | ECAR |,90
CIPROFLOXACINO 500MG TABLETA | AG |,20
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
MEDROXIPROGESTERONA + ESTRADIOL CIPIONATO 25MG+5MG SOLUCION INYECTABLE | PROFAMILIA | CYCLOFEM,1
DICLOFENACO SODICO 50MG TABLETA | GENFAR |,20
CEFALEXINA 500MG CAPSULA | RECIPE |,15
LOSARTAN 50MG TABLETA | GENFAR |,60
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,60
ETORICOXIB 60MG TABLETA | EUROFARMA |,14
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,9
IMIPRAMINA 25MG TABLETA | HUMAX |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ACETAMINOFEN 500MG TABLETA | AG |,20
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,1
NAPROXENO 500MG TABLETA | GENFAR |,14
