nombre_producto,cantidad_entregada
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
SULFATO FERROSO 300MG TABLETA | ECAR |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
LEVETIRACETAM 500MG TABLETA | GLAXO | KEPPRA,360
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,360
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,80
PANTOPRAZOL 40MG TABLETA | LASANTE |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,30
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,60
METFORMINA 850MG TABLETA | PISA S.A |,60
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
LOSARTAN 50MG TABLETA | GENFAR |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
IRBESARTAN 150MG TABLETA | HETERO | IRBIGEN,180
ACETAMINOFEN 500MG TABLETA | AG |,20
DICLOFENACO SODICO 50MG TABLETA | GENFAR |,15
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,9
HIDROXIDO DE ALUMINIO + MAGNESIO + SIMETICONA ( 400+400+20)/ML SUSPENSION 150ML | COASPHARMA |,1
ESOMEPRAZOL 40MG TABLETA | COLMED |,15
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | COLMED,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
AMLODIPINO 10MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,180
GEMFIBROZILO 600MG TABLETA | WINTHROP |,90
METFORMINA 850MG TABLETA | PISA S.A |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
RIFAXIMINA 550MG TABLETA | NOVAMED | RIFAMED,180
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,180
CARVEDILOL 6.25MG TABLETA | WINTHROP |,90
LAMOTRIGINA 100MG TABLETA DISPERSABLE | HUMAX |,180
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
HIALURONATO DE SODIO 4MG/ML (0.4%) SOLUCION OFTALMICA FC*10ML | OPHTHA | HIALTEARS,3
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
DESONIDA 0.05% EMULSION X 120ML | SIEGFRIED |,1
CEFALEXINA 500MG CAPSULA | RECIPE |,28
ACETAMINOFEN 500MG TABLETA | AG |,28
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
ROSUVASTATINA 40MG TABLETA | ECAR |,90
AMLODIPINO 10MG TABLETA | GENFAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,66
AMLODIPINO 5MG TABLETA | WINTHROP |,30
BROMURO DE IPRATROPIO 20MCG INHALADOR | BOEHRINGER INGELHEIM | ATROVENT HFA,1
ATORVASTATINA 40MG TABLETA ECAR,30
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,1
CLOTRIMAZOL 1% CREMA TOPICA | AG |,1
OMEPRAZOL 20MG CAPSULA | NOVAMED |,10
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,60
MELOXICAM 7.5MG TABLETA | LASANTE |,120
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,60
AMPICILINA 500MG CAPSULA | LASANTE |,20
METRONIDAZOL 500MG TABLETA | ECAR |,20
ACETAMINOFEN 500MG TABLETA | AG |,12
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
GABAPENTIN 300MG TABLETA | LEGRAND | KAPTIN,90
ALOPURINOL 100MG TABLETA AG,12
ATORVASTATINA 20MG TABLETA | ECAR |,30
ACETAMINOFEN 500MG TABLETA | AG |,30
CALCITRIOL 0.25MCG CAPSULA | COLMED |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LOSARTAN 50MG TABLETA | GENFAR |,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
VITAMINA D3 2000UI CAPSULA | COLMED |,90
TRAZODONA 50MG TABLETA | RECIPE |,30
SULFATO FERROSO 300MG TABLETA | ECAR |,30
METRONIDAZOL 500MG OVULO | COLMED |,10
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,10
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
CEFALEXINA 500MG CAPSULA | RECIPE |,28
ACETAMINOFEN 500MG TABLETA | AG |,54
VENLAFAXINA 75MG TABLETA | LASANTE |,90
DIVALPROATO DE SODIO 250MG TABLETA | ABBOTT | VALCOTE,180
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 10MG+320MG+25MG TABLETA | NOVARTIS | EXFORGE HCT,63
ACETAMINOFEN 500MG TABLETA | AG |,21
AMLODIPINO 10MG TABLETA | GENFAR |,90
AMLODIPINO 10MG TABLETA | GENFAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
VALSARTAN 160MG TABLETA | LASANTE |,70
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
MELOXICAM 7.5MG TABLETA | LASANTE |,20
QUETIAPINA 25MG TABLETA | TECNOQUIMICAS |,90
LANCETAS DE GLUCOMETRIA | PROCAPS | GLUCOQUICK,50
ACETAMINOFEN 500MG TABLETA | AG |,90
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,9
INSULINA ASPARTA 100U/3ML LAPICERO | NOVO | NOVORAPID FLEXPEN,8
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
LANSOPRAZOL 30MG CAPSULA DE LIBERACION PROLONGADA | LASANTE |,84
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,8
VALSARTAN 160MG TABLETA | LASANTE |,180
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,60
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,60
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
OMEPRAZOL 20MG CAPSULA | NOVAMED |,60
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,30
ATORVASTATINA 20MG TABLETA | ECAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
ATORVASTATINA 40MG TABLETA ECAR,90
ACETAMINOFEN 500MG TABLETA | AG |,10
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ESOMEPRAZOL 40MG TABLETA | COLMED |,90
GEMFIBROZILO 600MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ALBENDAZOL 200MG TABLETA | LAPROFF |,2
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,1
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,90
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,2
ATORVASTATINA 40MG TABLETA ECAR,90
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,30
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
CARBONATO DE CALCIO 600MG (1500MG) TABLETA | LEBRIUT S.A.S | OROCAL MASTICABLE,30
DOXICICLINA 100MG TABLETA | GENFAR |,30
PREDNISOLONA + FENILEFRINA 1% + 0.12% GOTAS | TECNOQUIMICAS | CORTIOFTAL F,1
ACETAMINOFEN 500MG TABLETA | AG |,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
VALSARTAN 80MG TABLETA | LASANTE |,60
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,1
ATORVASTATINA 20MG TABLETA | ECAR |,90
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | SANDOZ |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
PREGABALINA 25MG TABLETA | MEGALABS | MARTESIA,30
VALSARTAN 160MG TABLETA | LASANTE |,124
MELOXICAM 7.5MG TABLETA | LASANTE |,20
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ESTROGENOS CONJUGADOS 0.625MG CREMA VAGINAL X 26GR | FAES FARMA | FEVENY,2
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
LORATADINA 5MG/5ML JARABE | LAPROFF |,1
VITAMINAS B1 100MG + 1MG + 100MG SOLUCION INYECTABLE | MERCK | NEUROBION INY,3
NITROFURANTOINA 100MG TABLETA | RECIPE |,90
ESPIRONOLACTONA 100MG TABLETA | HUMAX |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
LEVETIRACETAM 500MG TABLETA | WINTHROP |,180
ATORVASTATINA 40MG TABLETA ECAR,90
ATORVASTATINA 40MG TABLETA ECAR,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,3
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,105
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
ESOMEPRAZOL 20MG TABLETA | COLMED |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
VALSARTAN 160MG TABLETA | LASANTE |,180
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 5MG+160MG+12.5MG TABLETA | PROCAPS | VARTERAL HCT,56
ROSUVASTATINA 40MG TABLETA | ECAR |,90
SERTRALINA 100MG TABLETA | GENFAR |,30
TRAZODONA 50MG TABLETA | RECIPE |,60
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
SILDENAFIL 50MG TABLETA | GENFAR |,84
VITAMINA D3 2000UI CAPSULA | COLMED |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,2
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
ACETILCISTEINA 600MG SOBRE | LASANTE |,10
BISACODILO 5MG TABLETA | BUSSIE |,30
BROMURO DE IPRATROPIO 20MCG INHALADOR | BOEHRINGER INGELHEIM | ATROVENT HFA,1
ACETAMINOFEN 500MG TABLETA | AG |,40
ACETAMINOFEN 500MG TABLETA | AG |,21
NAPROXENO 250MG TABLETA GENFAR,21
ACETAMINOFEN 500MG TABLETA | AG |,60
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,20
CEFALEXINA 500MG CAPSULA | RECIPE |,28
NAPROXENO 250MG TABLETA GENFAR,15
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,20
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,1
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,1
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
NAPROXENO 250MG TABLETA GENFAR,10
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,180
TRIMEBUTINA 200MG TABLETA | GENFAR |,90
LOPERAMIDA 2MG TABLETA | ECAR |,60
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,4
CLOROQUINA FOSFATO 250MG (150MG) TABLETA | HUMAX |,30
NAPROXENO 250MG TABLETA GENFAR,30
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | PROCAPS S.A. | MUVETT S,60
QUETIAPINA 100MG TABLETA | GENFAR |,30
ACETAMINOFEN 500MG TABLETA | AG |,60
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,60
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
FEBUXOSTAT 80MG CAPSULA | BUSSIE | UREXIL,30
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,180
LOSARTAN 50MG TABLETA | GENFAR |,120
BECLOMETASONA 50MCG INHALADOR BUCAL | BIOSYNTEC |,1
AMOXICILINA 250MG/100ML SUSPENSION | LA SANTE |,2
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,80
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,8
DICLOXACILINA 500MG CAPSULA | LASANTE |,28
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
CARBONATO DE CALCIO 600MG (1500MG) TABLETA | LEBRIUT S.A.S | OROCAL MASTICABLE,60
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
CREMA ALMIPRO 500GR POTE | SAN JORGE |,1
MELOXICAM 7.5MG TABLETA | LASANTE |,20
MELOXICAM 7.5MG TABLETA | LASANTE |,36
ACETAMINOFEN 500MG TABLETA | AG |,30
LOSARTAN 50MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,5
VALSARTAN + HIDROCLOROTIAZIDA 160MG + 12.5MG TABLETA | GENFAR |,84
ACETAMINOFEN 500MG TABLETA | AG |,40
ATORVASTATINA 10MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,30
CETIRIZINA 10MG TABLETA | GENFAR |,30
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,4
MOMETASONA FUROATO 0.1% CREMA TOPICA | GENFAR |,1
VALSARTAN 160MG TABLETA | LASANTE |,180
VILDAGLIPTINA 50MG TABLETA | WILLOW PHARMA | W-LIPTINA,90
ROSUVASTATINA 20MG TABLETA | ECAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ESOMEPRAZOL 40MG TABLETA | COLMED |,90
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,40
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,90
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,3
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,20
ATORVASTATINA 40MG TABLETA ECAR,90
METFORMINA 500MG TABLETA | GENFAR |,90
CLONAZEPAM 2MG TABLETA | SIEGFRIED | COQUAN,60
ATORVASTATINA 40MG TABLETA ECAR,90
FUROSEMIDA 40MG TABLETA | GENFAR |,60
AMIODARONA CLORHIDRATO 200MG TABLETA | LASANTE |,120
LORATADINA 10MG TABLETA | AG |,6
ACETAMINOFEN 500MG TABLETA | AG |,24
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
NAPROXENO 125MG/5ML (2.5%) SUSPENSION | LABINCO | NAPROX,2
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
ACIDO FOLICO 1MG TABLETA | ECAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,180
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,200
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,3
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ESOMEPRAZOL 40MG TABLETA | COLMED |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
SALBUTAMOL 100MCG INHALADOR | CIPLA |,3
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,270
OXCARBAZEPINA 600MG TABLETA | NOVARTIS | TRILEPTAL 600MG,270
DICLOFENACO SODICO 1% GEL TOPICO | COASPHARMA |,2
ETORICOXIB 90MG TABLETA | EUROFARMA |,20
PREDNISOLONA 5MG TABLETA | LAPROFF |,30
VITAMINA D3 (COLECALCIFEROL) 5600U.I./10ML SOLUCION ORAL | NOVAMED | DENSIMET,1
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,90
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,2
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
MELATONINA 2MG TABLETA | BIOPAS | CIRCADIN,30
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
ACETAMINOFEN 500MG TABLETA | AG |,90
GLUCOMETRO DIGITAL | PROCAPS | GLUCOQUICK DIAMOND GD50,1
ATORVASTATINA 40MG TABLETA ECAR,30
DAPAGLIFLOZINA + METFORMINA 10MG + 1000MG TABLETA | ASTRA ZENECA | XIGDUO XR,56
VALSARTAN 80MG TABLETA | LASANTE |,60
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,30
FUROSEMIDA 40MG TABLETA | GENFAR |,30
INSULINA ASPARTA 100U/3ML LAPICERO | NOVO | NOVORAPID FLEXPEN,4
INSULINA GLARGINA + LIXISENATIDA (100UI+33MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,5
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,2
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
TRAMADOL CLORHIDRATO 100MG/ML SOLUCION ORAL | EXPOFARMA | 10ML,1
NAPROXENO 250MG TABLETA GENFAR,30
BISACODILO 5MG TABLETA | BUSSIE |,6
ACETAMINOFEN 500MG TABLETA | AG |,60
ESOMEPRAZOL 10MG GRANULOS | NOVAMED | ESOMED,20
LACOSAMIDA 100MG TABLETA | CLINICOS Y HOSPITALARIOS |,240
PREGABALINA 50MG TABLETA | PFIZER | LYRICA,90
DICLOFENACO SODICO 50MG TABLETA | ECAR |,15
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
ETORICOXIB 90MG TABLETA | EUROFARMA |,7
NAPROXENO 250MG TABLETA GENFAR,9
CLONAZEPAM 2.5MG/ML SOLUCION ORAL | SIEGFRIED | COQUAN,2
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,39
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,60
ROSUVASTATINA 40MG TABLETA | ECAR |,60
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,120
ACETAMINOFEN 500MG TABLETA | AG |,30
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA | INCOBRA | OFTALMOTRILUB,1
ATORVASTATINA 40MG TABLETA ECAR,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
TRIMETOPRIM SULFAMETOXAZOL 800MG + 160MG TABLETA | GENFAR |,14
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,6
ACETAMINOFEN 500MG TABLETA | AG |,32
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,4
CEFALEXINA 500MG CAPSULA | RECIPE |,20
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
ATORVASTATINA 20MG TABLETA | ECAR |,120
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | TECNOQUIMICAS |,120
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
BROMURO DE IPRATROPIO 20MCG INHALADOR | BOEHRINGER INGELHEIM | ATROVENT HFA,3
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
VALSARTAN 160MG TABLETA | LASANTE |,175
BETAMETASONA 0.05% CREMA | AG |,1
ESOMEPRAZOL 10MG GRANULOS | NOVAMED | ESOMED,15
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,180
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,60
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,30
ATORVASTATINA 20MG TABLETA | ECAR |,60
CARBONATO DE LITIO 300MG TABLETA | ACTIFARMA | ACTILITIO,90
AMLODIPINO 10MG TABLETA | GENFAR |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
ACIDO ACETIL SALICILICO 100MG TABLETA | BAYER | CARDIOASPIRINA,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
FEXOFENADINA 30MG/5ML JARABE | ECAR |,3
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
TIMOLOL 0.50%/5ML GOTAS OFTALMICAS | INCOBRA |OFTALMOTRILOL,2
FLUCONAZOL 150MG TABLETA | GENFAR |,12
CLOTRIMAZOL 1% CREMA VAGINAL | AG |,5
ATORVASTATINA 40MG TABLETA ECAR,30
ACETAMINOFEN 500MG TABLETA | AG |,30
IMIPRAMINA 25MG TABLETA | HUMAX |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
TRAZODONA 50MG TABLETA | RECIPE |,90
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,270
LEVETIRACETAM 500MG TABLETA | WINTHROP |,180
ACETAMINOFEN 500MG TABLETA | AG |,18
CLINDAMICINA 300MG CAPSULA GENFAR,15
DICLOXACILINA 500MG CAPSULA | LASANTE |,28
IBUPROFENO 400MG TABLETA | GENFAR |,10
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
VITAMINA E 400U.I CAPSULA BLANDA | PROCAPS | AQUASOL E,90
ATORVASTATINA 40MG TABLETA ECAR,60
NITAZOXANIDA 500MG TABLETA | BUSSIE | NITAZOFIN,6
ATORVASTATINA 40MG TABLETA ECAR,90
ATORVASTATINA 40MG TABLETA ECAR,90
ACETAMINOFEN 500MG TABLETA | AG |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
DEXAMETASONA 4MG/1ML SOLUCION INYECTABLE | FARMIONNI |,3
NAPROXENO 250MG TABLETA GENFAR,20
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,1
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,60
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ATORVASTATINA 20MG TABLETA | LASANTE |,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,60
LANSOPRAZOL 30MG CAPSULA DE LIBERACION PROLONGADA | LASANTE |,60
RIFAXIMINA 200MG CAPSULA BLANDA | PROCAPS| IFAXIM,28
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,1
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,180
