nombre_producto,cantidad_entregada
LEVOTIROXINA 100MCG TABLETA | MERCK | EUTIROX,30
TRIMEBUTINA 200MG TABLETA | GENFAR |,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
METOPROLOL 50MG TABLETA | GENFAR |,180
ENALAPRIL 5MG TABLETA | COASPHARMA |,90
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,3
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,3
ACETAMINOFEN 500MG TABLETA | AG |,90
ACETAMINOFEN 500MG TABLETA | AG |,60
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,20
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,30
OXALATO DE ESCITALOPRAM 10MG TABLETA | GENFAR |,56
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,60
LIDOCAINA 2% JALEA | PROCLIN |,1
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,120
APIXABAN 5MG TABLETA | CYH | XALUTEM,180
CLOTRIMAZOL 1% CREMA TOPICA | AG |,1
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,15
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,120
METFORMINA 850MG TABLETA | PISA S.A |,120
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,4
ESOMEPRAZOL 20MG TABLETA |COLMED,30
ATORVASTATINA 20MG TABLETA | ECAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,36
FUROSEMIDA 40MG TABLETA | GENFAR |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
INSULINA ASPARTA 100U/3ML LAPICERO | NOVO | NOVORAPID FLEXPEN,3
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
ACIDO FENOFIBRICO + ROSUVASTATINA 135MG + 20MG CAPSULA | PROCAPS | FENOVAS,90
ETORICOXIB 90MG TABLETA | EUROFARMA |,20
DICLOFENACO SODICO 1% GEL TOPICO | COASPHARMA |,3
NITROFURANTOINA 100MG TABLETA | RECIPE |,20
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,10
GENTAMICINA 160MG/2ML SOLUCION INYECTABLE | FARMIONNI |,3
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
INSULINA ASPARTA 100U/3ML LAPICERO | NOVO | NOVORAPID FLEXPEN,8
LEVONORGESTREL 52MG IMPLANTE HORMONAL | BAYER | MIRENA,1
ROSUVASTATINA 40MG TABLETA | ECAR |,90
NAPROXENO 250MG TABLETA GENFAR,30
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,3
BECLOMETASONA + FORMOTEROL FUMARATO 100MCG + 6MCG INHALADOR X 120DOSIS | AMAREY NOVA MEDICAL | FOSTER,4
ACETAMINOFEN 150MG/5ML JARABE | LAPROFF |,1
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,60
NAPROXENO 250MG TABLETA GENFAR,1
ATORVASTATINA 40MG TABLETA ECAR,30
AMLODIPINO 5MG TABLETA | WINTHROP |,30
BISACODILO 5MG TABLETA | BUSSIE |,9
TRIMEBUTINA 200MG TABLETA | GENFAR |,30
BETAMETASONA 0.1% CREMA | GENFAR |,3
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,90
HIDROXIDO DE ALUMINIO + MAGNESIO + SIMETICONA ( 400+400+20)/ML SUSPENSION 150ML | COASPHARMA |,3
NAPROXENO 250MG TABLETA GENFAR,6
CEFALEXINA 500MG CAPSULA | RECIPE |,16
ACETAMINOFEN 500MG TABLETA | AG |,8
ATORVASTATINA 40MG TABLETA ECAR,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,11
INSULINA ASPARTA 100U/3ML LAPICERO | NOVO | NOVORAPID FLEXPEN,3
ONDANSETRON 8MG TABLETA BIOTOSCANA ONCOEMET,15
PREDNISONA 50MG TABLETA | TECNOQUIMICAS |,10
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,100
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,18
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,120
LEVETIRACETAM 100MG/300ML SOLUCION ORAL | CLINICOS Y HOSPITALARIOS DE COLOMBIA | CYHLAB,3
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
ACIDO FOLICO 1MG TABLETA | ECAR |,90
DEFLAZACORT 6MG TABLETA | BIOQUIFAR | CORTIDEXAN 6MG,30
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,2
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,6
ESOMEPRAZOL 20MG TABLETA |COLMED,7
ACETAMINOFEN 500MG TABLETA | AG |,8
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,60
INSULINA GLARGINA + LIXISENATIDA (10/40) (100UI+50MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,4
ACETAMINOFEN 500MG TABLETA | AG |,20
NAPROXENO 250MG TABLETA GENFAR,10
CEFALEXINA 500MG CAPSULA | RECIPE |,28
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
CABERGOLINA 0.5MG TABLETA | SIEGFRIED | PROLASTAT,12
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
METOTREXATO 2.5 MG TABLETAS | BLAU FARMACEUTICA|,24
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
LEFLUNOMIDA 20MG TABLETA | PROCAPS | INFLAXEN,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ACIDO FOLICO 5MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,180
BISACODILO 5MG TABLETA | BUSSIE |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | LASANTE |,90
ACETAMINOFEN 500MG TABLETA | AG |,40
ACETAMINOFEN 500MG TABLETA | AG |,28
OMEPRAZOL 20MG CAPSULA | NOVAMED |,7
LOSARTAN 50MG TABLETA | GENFAR |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,28
IBUPROFENO 400MG TABLETA | GENFAR |,21
ACIDO TRANEXAMICO 500MG TABLETA | HUMAX | FIBRILOK,21
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
OLANZAPINA 10MG TABLETA | SCANDINAVIA | OLAZAP,40
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,270
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,230
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,40
ESOMEPRAZOL 40MG TABLETA | COLMED |,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,90
MICOFENOLATO MOFETILO 500MG TABLETA | ALKEM | MYCOKEM,90
PILOCARPINA CLORHIDRATO 5MG TABLETA | HUMAX | PICARPIN,80
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
ALENDRONATO 70MG TABLETA | LASANTE |,12
DIFENHIDRAMINA 12.5MG/5ML JARABE | LAPROFF |,3
LEVOMEPROMAZINA 4% SOLUCION ORAL | HUMAX |,2
METFORMINA 850MG TABLETA | WINTHROP |,240
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,1
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
IBUPROFENO 800MG TABLETA | GENFAR |,10
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,30
ACETAMINOFEN 500MG TABLETA | AG |,15
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,10
NAPROXENO 250MG TABLETA GENFAR,30
ALENDRONATO 70MG TABLETA | LASANTE |,12
LEVOTIROXINA 100MCG TABLETA | MERCK | EUTIROX,25
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,60
CEFALEXINA 500MG CAPSULA | RECIPE |,21
ESOMEPRAZOL 20MG TABLETA |COLMED,7
NAPROXENO 250MG TABLETA GENFAR,14
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
VILDAGLIPTINA 50MG TABLETA | TECNOFARMA | VILZER,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
VALSARTAN 160MG TABLETA | LASANTE |,175
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,14
ATORVASTATINA 20MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ESOMEPRAZOL 20MG TABLETA | COLMED |,30
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,90
"MOMETASONA FUROATO 50MG/ML SPRAY NASAL 0,05% | TECNOFAR |",1
LORATADINA 10MG TABLETA | LAPROFF |,30
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,60
BETAMETASONA 0.05% CREMA | GENFAR |,2
NAPROXENO 250MG TABLETA GENFAR,15
CEFALEXINA 500MG CAPSULA | RECIPE |,28
PREGABALINA 150MG TABLETA | SALUS PHARMA | NEUPREL,90
OLANZAPINA 10MG TABLETA | SCANDINAVIA | OLAZAP,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
NAPROXENO 250MG TABLETA GENFAR,60
CEFALEXINA 500MG CAPSULA | RECIPE |,20
LACOSAMIDA 100MG TABLETA | CLINICOS Y HOSPITALARIOS |,360
CLONAZEPAM 0.5MG TABLETA | SIEGFRIED | COQUAN,90
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,180
QUETIAPINA 100MG TABLETA | GENFAR |,90
POLIETILENGLICOL + PROPILENGLICOL 3MG + 4MG SOLUCION OFTALMICA X 10ML | ALCON | SYSTANE ULTRA,3
ACETAMINOFEN 500MG TABLETA | AG |,20
LOSARTAN 50MG TABLETA | GENFAR |,60
ESOMEPRAZOL 20MG TABLETA | COLMED |,60
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
KETOTIFENO 1MG/5ML JARABE | LAPROFF |,1
VALSARTAN 160MG TABLETA | LASANTE |,180
MOMETASONA FUROATO 50MG/ML SPRAY NASAL X 18GR | MEGALABS | RINOSAL,3
ACETAMINOFEN 500MG TABLETA | AG |,32
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,6
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,30
ACETAMINOFEN 500MG TABLETA | AG |,90
ENALAPRIL 5MG TABLETA | COASPHARMA |,60
VITAMINA D3 2000UI CAPSULA | COLMED |,60
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
FUROSEMIDA 40MG TABLETA | GENFAR |,90
METOPROLOL 50MG TABLETA (UNIDOSIS) | ROPSOHN | BETOPROLOL,90
ROSUVASTATINA 20MG TABLETA | ECAR |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
BECLOMETASONA 50MCG INHALADOR NASAL | BIOSYNTEC |,3
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 5MG+160MG+12.5MG TABLETA | PROCAPS | VARTERAL HCT,90
CARVEDILOL 6.25MG TABLETA | LASANTE |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,17
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,3
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,2
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,2
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 10MG+320MG+25MG TABLETA | NOVARTIS | EXFORGE HCT,154
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,240
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,90
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,56
SULFATO FERROSO 300MG TABLETA | ECAR |,270
ACIDO FOLICO 1MG TABLETA | ECAR |,180
ENALAPRIL 5MG TABLETA | COASPHARMA |,120
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
ETORICOXIB 90MG TABLETA | EUROFARMA |,30
VITAMINA D3 2000UI CAPSULA | COLMED |,90
PREDNISONA 50MG TABLETA | TECNOQUIMICAS |,7
NAPROXENO 250MG TABLETA GENFAR,14
ATORVASTATINA 20MG TABLETA | ECAR |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,30
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,30
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,60
NAPROXENO 250MG TABLETA GENFAR,30
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,4
PREDNISOLONA 5MG TABLETA | LAPROFF |,30
ESOMEPRAZOL 40MG TABLETA | COLMED |,120
ACIDO TRANEXAMICO 500MG TABLETA | HUMAX | FIBRILOK,30
NAPROXENO 250MG TABLETA GENFAR,30
VITAMINA E 400U.I CAPSULA BLANDA | PROCAPS | AQUASOL E,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ACETAMINOFEN 500MG TABLETA | AG |,60
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
ATORVASTATINA 40MG TABLETA ECAR,90
FUROSEMIDA 40MG TABLETA | GENFAR |,1
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,2
BETAMETASONA 0.05% CREMA | GENFAR |,1
ALBENDAZOL 200MG TABLETA | LAPROFF |,2
ALBENDAZOL 200MG TABLETA | LAPROFF |,2
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,10
LORATADINA 10MG TABLETA | AG |,20
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | COLMED,30
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,40
CEFALEXINA 500MG CAPSULA | RECIPE |,28
RISPERIDONA 1MG TABLETA | TECNOQUIMICAS |,30
VENLAFAXINA 150MG TABLETA | LASANTE |,240
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,120
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,180
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,540
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,180
ATORVASTATINA 40MG TABLETA ECAR,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,270
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,80
ESPIRONOLACTONA 100MG TABLETA | HUMAX |,90
TRIMEBUTINA 300MG TABLETA | COLMED |,45
SACAROMICES BOULARDI 250MG SOBRE DE SOLUCION ORAL | AXON PHARMA COLOMBIA | FLORATIL MINI SACHETS,10
IBUPROFENO 400MG TABLETA | GENFAR |,15
DEXAMETASONA 8MG SOLUCION INYECTABLE VIAL X 2ML | PROCAPS |,1
ATORVASTATINA 20MG TABLETA | ECAR |,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,240
SERTRALINA 50MG TABLETA | GENFAR |,120
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
GLIMEPIRIDA 2MG TABLETA | TECNOQUIMICAS |,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,119
BUDESONIDA 50MCG INHALADOR | CHALVER | INFLABON 50MCG,2
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,60
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,150
ROSUVASTATINA 40MG TABLETA | ECAR |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,12
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ATORVASTATINA 40MG TABLETA ECAR,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,60
ACETILCISTEINA 600MG SOBRE | LASANTE |,20
"MOMETASONA FUROATO 50MG/ML SPRAY NASAL 0,05% | TECNOFAR |",1
ETORICOXIB 60MG TABLETA | EUROFARMA |,15
PREGABALINA 50MG TABLETA | PFIZER | LYRICA,30
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,10
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,12
ROSUVASTATINA 40MG TABLETA | ECAR |,90
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,12
BETAHISTINA 24MG TABLETA | GRUNENTHAL | VERUM,180
METRONIDAZOL 500MG TABLETA | ECAR |,14
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,10
METFORMINA 850MG TABLETA | PISA S.A |,90
VALSARTAN 160MG TABLETA | LASANTE |,175
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
AMLODIPINO 10MG TABLETA | GENFAR |,30
ATORVASTATINA 20MG TABLETA | ECAR |,30
ATORVASTATINA 20MG TABLETA | LASANTE |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
VALSARTAN 160MG TABLETA | LASANTE |,180
DIVALPROATO DE SODIO 500MG TABLETA DE LIBERACION SOSTENIDA | ABBOTT | VALCOTE ER,120
ROSUVASTATINA 40MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,12
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,3
NAPROXENO 125MG/5ML (2.5%) SUSPENSION | LABINCO | NAPROX,2
CEFALEXINA 500MG CAPSULA | RECIPE |,12
ACETAMINOFEN 500MG TABLETA | AG |,36
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | COLMED,30
PROGESTERONA MICRONIZADA 200MG CAPSULA | EXELTIS | GESTAGENO,20
LIDOCAINA 2% JALEA | PROCLIN |,12
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | ECAR | VITAMINA C,90
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,270
IMIPRAMINA 25MG TABLETA | HUMAX |,90
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
SULFATO FERROSO 200MG TABLETA | ECAR |,90
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,12
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,540
ATORVASTATINA 20MG TABLETA | ECAR |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
OXALATO DE ESCITALOPRAM 10MG TABLETA | GENFAR |,120
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,180
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,2
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,2
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,12
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
LEVOSULPIRIDE + PANCREATINA + SIMETICONA 25MG+150MG+80MG TABLETA | NOVAMED | DIMOFLAX,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,6
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,7
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
OXALATO DE ESCITALOPRAM 20MG TABLETA | SANDOZ | ANIMAXEN,90
ACETAMINOFEN 500MG TABLETA | AG |,90
"MOMETASONA FUROATO 50MG/ML SPRAY NASAL 0,05% | TECNOFAR |",2
LORATADINA 10MG TABLETA | LAPROFF |,30
NAPROXENO 250MG TABLETA GENFAR,20
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,15
NAPROXENO 250MG TABLETA GENFAR,9
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,8
ACETAMINOFEN 500MG TABLETA | AG |,20
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,20
TRAMADOL CLORHIDRATO 100MG/ML SOLUCION ORAL | EXPOFARMA | 10ML,1
ROSUVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
METFORMINA 850MG TABLETA | PISA S.A |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
MEMANTINA 10MG TABLETA | GENFAR |,30
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,1
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,4
INSULINA ASPARTA 100U/3ML LAPICERO | NOVO | NOVORAPID FLEXPEN,2
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,40
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,30
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,30
SERTRALINA 50MG TABLETA | GENFAR |,30
QUETIAPINA 25MG TABLETA | WINTHROP |,30
OXALATO DE ESCITALOPRAM 10MG TABLETA | GENFAR |,90
DIFENHIDRAMINA 50MG CAPSULA | SALUS PHARMA |,40
TRIMETOPRIM SULFAMETOXAZOL 800MG + 160MG TABLETA | GENFAR |,14
PREGABALINA 150MG TABLETA | ECAR |,120
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
NAPROXENO 250MG TABLETA GENFAR,30
ACETAMINOFEN 500MG TABLETA | AG |,30
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
CARVEDILOL 6.25MG TABLETA | LASANTE |,180
ATORVASTATINA 20MG TABLETA | ECAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,60
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LOSARTAN 50MG TABLETA | GENFAR |,60
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,1
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,3
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
WARFARINA SODICA 5MG TABLETA | SALUS PHARMA |,120
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,240
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,1
AMOXICILINA 500MG CAPSULA | LASANTE |,21
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,120
ATORVASTATINA 20MG TABLETA | ECAR |,120
FLUOXETINA 20MG/5ML JARABE | BUSSIE | MOLTOBEN,10
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,90
QUETIAPINA 25MG TABLETA | WINTHROP |,180
ETORICOXIB 60MG TABLETA | EUROFARMA | ETOX,28
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
